Time (s),altitude (m)
80.94614554,8659.641226673100000
82.23640239,8644.623478380270000
84.18282435,8621.992354084940000
86.12924632,8599.389930965480000
88.07566828,8576.816077225780000
93.30997807,8516.250694297760000
98.54428786,8455.887983859210000
103.7785976,8395.725389049910000
113.8031886,8281.050131820510000
118.3597002,8229.162339822040000
122.9162118,8177.419083923990000
123.2118469,8174.067173462860000
123.507482,8170.715869544090000
123.8917449,8166.360916592980000
124.2760079,8162.007004783050000
124.8452426,8155.558406673200000
125.4144773,8149.112100680110000
125.983712,8142.668089595920000
128.8023737,8110.793240617540000
129.1101069,8107.316643821660000
129.4178401,8103.840711700790000
129.7255732,8100.365443502360000
130.0333064,8096.890839287160000
130.6487728,8089.943622533810000
131.2642391,8082.999059373610000
131.8797054,8076.057146697070000
134.1183861,8050.829079817550000
136.3570667,8025.635825287650000
138.5957473,8000.477202359740000
143.437873,7946.177931268270000
148.2799987,7892.037814726630000
153.1221244,7838.055078899100000
163.4919984,7722.967944532190000
170.514406,7645.427787941040000
171.054239,7639.480192634680000
171.594072,7633.534483374180000
172.133905,7627.590669437890000
173.213571,7615.708746174230000
174.293237,7603.834426721520000
175.372903,7591.967701418010000
177.952135,7563.649675782230000
180.5313671,7535.374614652970000
183.1105992,7507.142269369740000
190.6153254,7425.234793046970000
198.1200517,7343.680213461320000
205.6247779,7262.472827900180000
213.6751676,7175.740137713250000
216.9028525,7141.075582414660000
219.226836,7116.155494342190000
